レシートNo,年月日時分,年月日,年月,年,月,日,曜日,時間帯,時間,商品大分類,商品中分類,商品小分類,商品単価,商品数量,合計金額
558461,2011/6/29 15:03,2011年-06月-29日,2011年-06月,2011年,06月,29日,3_水曜日,15時台,15:03,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
558461,2011/6/29 15:03,2011年-06月-29日,2011年-06月,2011年,06月,29日,3_水曜日,15時台,15:03,肉類,加工肉,ソーセージ,494,2,988
558461,2011/6/29 15:03,2011年-06月-29日,2011年-06月,2011年,06月,29日,3_水曜日,15時台,15:03,魚介類,塩干魚介,干しあじ,369,1,369
558462,2011/6/29 15:11,2011年-06月-29日,2011年-06月,2011年,06月,29日,3_水曜日,15時台,15:11,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,6,1236
558467,2011/6/29 15:22,2011年-06月-29日,2011年-06月,2011年,06月,29日,3_水曜日,15時台,15:22,果物,果物加工品,果物加工品,994,1,994
558467,2011/6/29 15:22,2011年-06月-29日,2011年-06月,2011年,06月,29日,3_水曜日,15時台,15:22,野菜・海藻,生鮮野菜,にんじん,181,4,724
558467,2011/6/29 15:22,2011年-06月-29日,2011年-06月,2011年,06月,29日,3_水曜日,15時台,15:22,果物,生鮮果物,ぶどう,619,1,619
558478,2011/6/29 16:07,2011年-06月-29日,2011年-06月,2011年,06月,29日,3_水曜日,16時台,16:07,果物,生鮮果物,なし,156,6,936
558481,2011/6/30 9:02,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,09時台,9:02,果物,生鮮果物,ぶどう,619,4,2476
558481,2011/6/30 9:02,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,09時台,9:02,乳卵類,卵,卵,319,12,3828
558484,2011/6/30 10:09,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,10時台,10:09,魚介類,塩干魚介,干しあじ,369,6,2214
558501,2011/6/30 10:19,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,10時台,10:19,果物,生鮮果物,りんご,106,8,848
558501,2011/6/30 10:19,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,10時台,10:19,果物,生鮮果物,ぶどう,619,8,4952
558526,2011/6/30 11:01,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,11時台,11:01,乳卵類,卵,卵,319,48,15312
558532,2011/6/30 11:32,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,11時台,11:32,魚介類,魚肉練製品,ちくわ,81,6,486
558533,2011/6/30 11:49,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,11時台,11:49,野菜・海藻,乾物・海藻,干しのり,53,25,1325
558533,2011/6/30 11:49,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,11時台,11:49,果物,生鮮果物,なし,156,12,1872
558533,2011/6/30 11:49,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,11時台,11:49,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
558533,2011/6/30 11:49,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,11時台,11:49,野菜・海藻,乾物・海藻,干しのり,53,25,1325
558533,2011/6/30 11:49,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,11時台,11:49,魚介類,塩干魚介,干しあじ,369,6,2214
558534,2011/6/30 11:54,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,11時台,11:54,果物,生鮮果物,なし,156,12,1872
558534,2011/6/30 11:54,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,11時台,11:54,魚介類,塩干魚介,干しあじ,369,6,2214
558535,2011/6/30 12:04,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:04,野菜・海藻,乾物・海藻,干しのり,53,16,848
558535,2011/6/30 12:04,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:04,魚介類,生鮮魚介,しじみ,260,1,260
558535,2011/6/30 12:04,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:04,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,3,618
558537,2011/6/30 12:06,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:06,魚介類,生鮮魚介,たい,869,3,2607
558536,2011/6/30 12:06,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:06,果物,生鮮果物,ぶどう,619,24,14856
558536,2011/6/30 12:06,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:06,乳卵類,卵,卵,319,30,9570
558536,2011/6/30 12:06,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:06,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,10,2060
558538,2011/6/30 12:12,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:12,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
558538,2011/6/30 12:12,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:12,魚介類,生鮮魚介,いわし,406,2,812
558538,2011/6/30 12:12,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:12,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
558539,2011/6/30 12:14,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:14,野菜・海藻,乾物・海藻,他の乾物・海藻,69,24,1656
558539,2011/6/30 12:14,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:14,果物,果物加工品,果物加工品,994,2,1988
558540,2011/6/30 12:15,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:15,魚介類,生鮮魚介,さけ,519,6,3114
558540,2011/6/30 12:15,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:15,果物,生鮮果物,りんご,106,12,1272
558540,2011/6/30 12:15,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:15,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
558540,2011/6/30 12:15,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:15,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
558542,2011/6/30 12:23,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:23,魚介類,塩干魚介,干しあじ,369,4,1476
558542,2011/6/30 12:23,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:23,魚介類,生鮮魚介,ぶり,744,4,2976
558542,2011/6/30 12:23,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:23,果物,生鮮果物,なし,156,3,468
558542,2011/6/30 12:23,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:23,肉類,加工肉,他の加工肉,988,2,1976
558542,2011/6/30 12:23,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,12時台,12:23,魚介類,塩干魚介,干しあじ,369,4,1476
558556,2011/6/30 13:14,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:14,果物,生鮮果物,りんご,106,6,636
558558,2011/6/30 13:17,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:17,魚介類,生鮮魚介,あさり,361,1,361
558558,2011/6/30 13:17,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:17,魚介類,生鮮魚介,しじみ,260,1,260
558561,2011/6/30 13:25,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:25,魚介類,生鮮魚介,さしみ盛合わせ,1063,4,4252
558562,2011/6/30 13:28,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:28,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,20,4120
558562,2011/6/30 13:28,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:28,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,20,4120
558563,2011/6/30 13:43,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:43,果物,生鮮果物,なし,156,12,1872
558563,2011/6/30 13:43,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:43,魚介類,塩干魚介,干しあじ,369,6,2214
558564,2011/6/30 13:45,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:45,野菜・海藻,生鮮野菜,じゃがいも,263,4,1052
558564,2011/6/30 13:45,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:45,魚介類,生鮮魚介,さけ,519,5,2595
558564,2011/6/30 13:45,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:45,野菜・海藻,生鮮野菜,じゃがいも,263,4,1052
558564,2011/6/30 13:45,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:45,果物,生鮮果物,なし,156,10,1560
558565,2011/6/30 13:58,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:58,魚介類,塩干魚介,干しあじ,369,3,1107
558565,2011/6/30 13:58,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,13時台,13:58,野菜・海藻,生鮮野菜,にんじん,181,2,362
558568,2011/6/30 14:37,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:37,魚介類,魚肉練製品,ちくわ,81,16,1296
558567,2011/6/30 14:37,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:37,魚介類,生鮮魚介,しじみ,260,20,5200
558568,2011/6/30 14:37,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:37,肉類,生鮮肉,鶏肉,781,2,1562
558568,2011/6/30 14:37,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:37,果物,生鮮果物,なし,156,12,1872
558568,2011/6/30 14:37,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:37,野菜・海藻,乾物・海藻,干しのり,53,25,1325
558568,2011/6/30 14:37,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:37,果物,生鮮果物,ぶどう,619,3,1857
558570,2011/6/30 14:38,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:38,野菜・海藻,乾物・海藻,他の乾物・海藻,69,3,207
558570,2011/6/30 14:38,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:38,野菜・海藻,乾物・海藻,干しのり,53,12,636
558571,2011/6/30 14:46,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:46,果物,生鮮果物,なし,156,24,3744
558571,2011/6/30 14:46,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:46,肉類,加工肉,ハム,244,12,2928
558574,2011/6/30 14:48,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:48,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
558574,2011/6/30 14:48,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,14時台,14:48,果物,生鮮果物,オレンジ,78,12,936
558616,2011/6/30 16:22,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,16時台,16:22,果物,生鮮果物,りんご,106,12,1272
558619,2011/6/30 16:28,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,16時台,16:28,果物,生鮮果物,かき(果物),49,24,1176
558620,2011/6/30 16:39,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,16時台,16:39,魚介類,生鮮魚介,しじみ,260,1,260
558620,2011/6/30 16:39,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,16時台,16:39,魚介類,生鮮魚介,ぶり,744,1,744
558621,2011/6/30 16:43,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,16時台,16:43,野菜・海藻,乾物・海藻,干しのり,53,36,1908
558621,2011/6/30 16:43,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,16時台,16:43,野菜・海藻,乾物・海藻,干しのり,53,24,1272
558622,2011/6/30 16:51,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,16時台,16:51,魚介類,塩干魚介,干しあじ,369,5,1845
558622,2011/6/30 16:51,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,16時台,16:51,魚介類,生鮮魚介,ぶり,744,6,4464
558628,2011/6/30 17:59,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,17時台,17:59,乳卵類,卵,卵,319,6,1914
558628,2011/6/30 17:59,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,17時台,17:59,魚介類,生鮮魚介,いわし,406,6,2436
558628,2011/6/30 17:59,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,17時台,17:59,果物,生鮮果物,なし,156,24,3744
558628,2011/6/30 17:59,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,17時台,17:59,魚介類,生鮮魚介,さけ,519,8,4152
558630,2011/6/30 18:07,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,18時台,18:07,野菜・海藻,乾物・海藻,他の乾物・海藻,69,24,1656
558630,2011/6/30 18:07,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,18時台,18:07,果物,生鮮果物,バナナ,104,24,2496
558631,2011/6/30 18:17,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,18時台,18:17,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
558631,2011/6/30 18:17,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,18時台,18:17,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
558631,2011/6/30 18:17,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,18時台,18:17,野菜・海藻,生鮮野菜,にんじん,181,2,362
558632,2011/6/30 18:44,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,18時台,18:44,野菜・海藻,乾物・海藻,干しのり,53,24,1272
558633,2011/6/30 19:13,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,19時台,19:13,魚介類,塩干魚介,干しあじ,369,6,2214
558634,2011/6/30 19:27,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,19時台,19:27,肉類,生鮮肉,牛肉,1031,2,2062
558634,2011/6/30 19:27,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,19時台,19:27,肉類,生鮮肉,牛肉,1031,2,2062
558635,2011/6/30 19:52,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,19時台,19:52,肉類,加工肉,ハム,244,4,976
558636,2011/6/30 19:58,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,19時台,19:58,野菜・海藻,乾物・海藻,他の乾物・海藻,69,3,207
558636,2011/6/30 19:58,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,19時台,19:58,野菜・海藻,乾物・海藻,他の乾物・海藻,69,2,138
558636,2011/6/30 19:58,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,19時台,19:58,果物,生鮮果物,りんご,106,2,212
558636,2011/6/30 19:58,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,19時台,19:58,果物,生鮮果物,なし,156,6,936
558637,2011/6/30 20:08,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,20時台,20:08,果物,生鮮果物,りんご,106,24,2544
558637,2011/6/30 20:08,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,20時台,20:08,野菜・海藻,乾物・海藻,干しのり,53,12,636
558637,2011/6/30 20:08,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,20時台,20:08,野菜・海藻,乾物・海藻,干しのり,53,12,636
558637,2011/6/30 20:08,2011年-06月-30日,2011年-06月,2011年,06月,30日,4_木曜日,20時台,20:08,野菜・海藻,乾物・海藻,干しのり,53,12,636
558638,2011/7/1 8:16,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,08時台,8:16,魚介類,生鮮魚介,しじみ,260,12,3120
558639,2011/7/1 8:55,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,08時台,8:55,魚介類,他の魚介加工品,魚介のつくだ煮,531,8,4248
558639,2011/7/1 8:55,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,08時台,8:55,果物,果物加工品,果物加工品,994,4,3976
558639,2011/7/1 8:55,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,08時台,8:55,魚介類,塩干魚介,干しあじ,369,10,3690
558641,2011/7/1 9:19,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,09時台,9:19,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
558641,2011/7/1 9:19,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,09時台,9:19,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
558641,2011/7/1 9:19,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,09時台,9:19,野菜・海藻,生鮮野菜,にんじん,181,12,2172
558643,2011/7/1 9:51,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,09時台,9:51,魚介類,生鮮魚介,しじみ,260,20,5200
558643,2011/7/1 9:51,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,09時台,9:51,魚介類,生鮮魚介,しじみ,260,10,2600
558643,2011/7/1 9:51,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,09時台,9:51,果物,生鮮果物,なし,156,10,1560
558643,2011/7/1 9:51,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,09時台,9:51,魚介類,生鮮魚介,しじみ,260,10,2600
558647,2011/7/1 10:39,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:39,魚介類,塩干魚介,干しあじ,369,6,2214
558647,2011/7/1 10:39,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:39,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,10,2060
558647,2011/7/1 10:39,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:39,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
558671,2011/7/1 10:47,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:47,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
558671,2011/7/1 10:47,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:47,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,24,4944
558679,2011/7/1 10:58,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:58,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
558679,2011/7/1 10:58,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:58,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
558679,2011/7/1 10:58,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:58,野菜・海藻,生鮮野菜,じゃがいも,263,2,526
558679,2011/7/1 10:58,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:58,野菜・海藻,生鮮野菜,にんじん,181,4,724
558679,2011/7/1 10:58,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,10時台,10:58,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,5,1030
558684,2011/7/1 11:29,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,11時台,11:29,魚介類,生鮮魚介,ぶり,744,3,2232
558684,2011/7/1 11:29,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,11時台,11:29,野菜・海藻,生鮮野菜,にんじん,181,12,2172
558684,2011/7/1 11:29,2011年-07月-01日,2011年-07月,2011年,07月,01日,5_金曜日,11時台,11:29,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
