注文番号,店舗名,来店曜日,来店時間帯,滞留時間,性別,年齢層,年齢,合計金額,フラグ
3470,02B,04木,03夜間,963.14,02女,04中年,46,331,1
3472,02B,06土,03夜間,635.51,02女,04中年,56,313,1
3476,02B,07日,02日中,926.92,02女,03青年,29,1407,1
3477,02B,06土,03夜間,1659,02女,02中高生,18,90,1
3480,02B,01月,01朝,489.55,02女,05壮年,85,588,1
3492,02B,07日,02日中,1070.37,02女,01小児,12,96,1
3494,02B,05金,03夜間,1767,02女,02中高生,17,17,1
3503,02B,06土,03夜間,265.27,02女,04中年,43,585,1
3504,02B,06土,01朝,970.72,02女,05壮年,81,855,1
3521,02B,04木,03夜間,350.71,02女,05壮年,93,86,1
3528,02B,02火,01朝,960.95,02女,01小児,8,623,1
3532,02B,04木,03夜間,1148,02女,02中高生,16,244,1
3539,02B,07日,03夜間,1151.32,02女,04中年,51,698,1
3549,02B,01月,01朝,429.87,02女,05壮年,88,524,1
3553,02B,07日,02日中,1186.75,02女,03青年,35,413,1
3559,02B,02火,01朝,341.21,02女,02中高生,15,496,1
3563,02B,04木,02日中,331.42,02女,01小児,11,499,1
3570,02B,01月,02日中,471.5,02女,03青年,24,814,1
3578,02B,05金,01朝,164.23,02女,04中年,36,257,1
3580,02B,07日,03夜間,818.37,02女,03青年,20,629,1
3582,02B,05金,03夜間,709,02女,02中高生,13,463,1
3587,02B,03水,02日中,611.73,02女,02中高生,13,1021,1
3606,02B,02火,02日中,1710.4,02女,02中高生,17,529,1
3610,02B,01月,02日中,843.45,02女,02中高生,18,589,1
3614,02B,01月,02日中,287.54,02女,03青年,19,372,1
3622,02B,04木,02日中,603.92,02女,03青年,28,1297,1
3623,02B,07日,02日中,1045.32,02女,02中高生,18,516,1
3624,02B,07日,03夜間,47.25,02女,03青年,35,445,1
3642,02B,03水,01朝,349.14,02女,02中高生,13,276,1
3646,02B,03水,02日中,462.17,02女,01小児,11,504,1
3650,02B,05金,02日中,966.7,02女,03青年,34,719,1
3654,02B,01月,03夜間,386.51,02女,04中年,51,402,1
3672,02B,05金,01朝,512.56,02女,03青年,22,794,1
3676,02B,02火,02日中,453.7,02女,04中年,56,367,1
3678,02B,07日,03夜間,764.21,02女,04中年,58,190,1
3679,02B,04木,02日中,646.34,02女,03青年,25,595,1
3682,02B,02火,03夜間,827.99,02女,05壮年,87,317,1
3683,02B,01月,02日中,952.88,02女,04中年,52,941,1
3694,02B,02火,03夜間,909.66,02女,03青年,30,480,1
3701,02B,04木,03夜間,444.23,02女,04中年,49,548,1
3704,02B,01月,02日中,350.35,02女,04中年,36,671,1
3707,02B,03水,02日中,1049.71,02女,04中年,57,636,1
3713,02B,04木,03夜間,1133,02女,02中高生,18,180,1
3722,02B,06土,02日中,489.78,02女,04中年,36,184,1
3724,02B,01月,01朝,592.85,02女,05壮年,65,426,1
3726,02B,03水,03夜間,555.24,02女,04中年,56,528,1
3730,02B,04木,03夜間,538,02女,02中高生,18,195,1
3733,02B,03水,03夜間,1332.6,02女,03青年,26,364,1
3750,02B,03水,02日中,311.05,02女,02中高生,13,857,1
3759,02B,05金,03夜間,355,02女,02中高生,17,220,1
3764,02B,07日,03夜間,1678,02女,02中高生,16,79,1
3774,02B,01月,02日中,160.22,02女,02中高生,15,518,1
3776,02B,03水,02日中,636.08,02女,04中年,58,651,1
3778,02B,07日,03夜間,247.28,02女,03青年,20,748,1
3786,02B,04木,02日中,670.62,02女,03青年,25,1557,1
3787,02B,03水,03夜間,320.64,02女,04中年,49,330,1
3797,02B,07日,03夜間,412.67,02女,04中年,42,164,1
3798,02B,02火,02日中,358.7,02女,05壮年,66,607,1
3807,02B,03水,02日中,859.27,02女,03青年,21,108,1
3810,02B,05金,01朝,387.1,02女,04中年,50,312,1
3813,02B,05金,02日中,1057.75,02女,02中高生,16,588,1
3817,02B,02火,03夜間,285.33,02女,03青年,23,978,1
3818,02B,06土,02日中,965.58,02女,04中年,58,644,1
3838,02B,06土,02日中,513.4,02女,02中高生,17,518,1
3841,02B,03水,03夜間,975,02女,01小児,9,178,1
3842,02B,04木,03夜間,431.2,02女,03青年,19,555,1
3845,02B,01月,01朝,619.46,02女,03青年,28,663,1
3850,02B,02火,02日中,286.83,02女,02中高生,18,419,1
3852,02B,05金,03夜間,1320,02女,02中高生,13,371,1
3853,02B,01月,02日中,334.29,02女,04中年,36,607,1
3855,02B,07日,02日中,310.8,02女,05壮年,90,768,1
3863,02B,01月,02日中,46.22,02女,04中年,49,600,1
3866,02B,02火,02日中,1095.71,02女,02中高生,16,352,1
3874,02B,06土,02日中,498.19,02女,05壮年,84,1248,1
3877,02B,02火,02日中,457.57,02女,04中年,51,779,1
3883,02B,03水,02日中,653.09,02女,02中高生,18,117,1
3889,02B,05金,01朝,850.61,02女,02中高生,16,346,1
3893,02B,03水,01朝,312.11,02女,04中年,46,472,1
3903,02B,04木,03夜間,623.54,02女,02中高生,13,328,1
3915,02B,02火,03夜間,222.27,02女,05壮年,66,314,1
9,03C,03水,03夜間,52.78,01男,04中年,40,1552,0
21,03C,07日,02日中,389.93,01男,04中年,37,626,0
27,03C,03水,03夜間,493,01男,02中高生,13,179,0
39,03C,01月,03夜間,222,01男,02中高生,13,297,0
41,03C,06土,03夜間,387,01男,03青年,31,299,0
51,03C,06土,03夜間,361.17,01男,04中年,50,1471,0
52,03C,03水,02日中,521.72,01男,04中年,36,623,0
70,03C,07日,03夜間,549.15,01男,04中年,49,792,0
72,03C,02火,02日中,168.44,01男,03青年,20,220,0
73,03C,05金,01朝,1775.18,01男,02中高生,18,579,0
74,03C,04木,02日中,659.11,01男,04中年,53,394,0
79,03C,05金,03夜間,1088,01男,02中高生,16,601,0
83,03C,04木,01朝,149.02,01男,03青年,22,235,0
84,03C,03水,03夜間,1714,01男,02中高生,18,59,0
87,03C,06土,03夜間,497.45,01男,03青年,19,214,0
89,03C,01月,01朝,367.08,01男,03青年,28,545,0
103,03C,04木,03夜間,105.34,01男,04中年,43,962,0
116,03C,06土,03夜間,306.99,01男,03青年,22,321,0
118,03C,02火,03夜間,374.28,01男,04中年,40,1530,0
141,03C,03水,03夜間,298.6,01男,03青年,19,527,0
142,03C,01月,02日中,236.72,01男,03青年,19,414,0
147,03C,01月,03夜間,278.99,01男,04中年,50,270,0
149,03C,04木,02日中,1161.85,01男,05壮年,72,288,0
151,03C,07日,03夜間,545,01男,01小児,11,299,0
157,03C,06土,03夜間,517.41,01男,03青年,25,1118,0
168,03C,03水,02日中,407.1,01男,04中年,54,412,0
171,03C,06土,03夜間,470,01男,02中高生,16,709,0
174,03C,06土,01朝,1184.81,01男,04中年,55,582,0
177,03C,07日,03夜間,175.84,01男,04中年,44,555,0
178,03C,05金,02日中,387.86,01男,02中高生,13,514,0
179,03C,05金,03夜間,309.28,01男,05壮年,68,143,0
183,03C,06土,03夜間,209.4,01男,03青年,28,280,0
194,03C,06土,03夜間,566.55,01男,03青年,22,139,0
204,03C,04木,03夜間,521.02,01男,03青年,27,542,0
206,03C,01月,03夜間,377.51,01男,04中年,47,895,0
211,03C,01月,01朝,291.69,01男,04中年,36,702,0
224,03C,03水,03夜間,576.72,01男,04中年,45,1156,0
229,03C,01月,01朝,215.32,01男,01小児,5,203,0
235,03C,03水,03夜間,367,01男,04中年,45,1154,0
236,03C,04木,01朝,397.69,01男,04中年,55,997,0
237,03C,02火,03夜間,988.95,01男,03青年,26,567,0
243,03C,01月,03夜間,535,01男,02中高生,18,791,0
245,03C,07日,01朝,921.28,01男,03青年,25,213,0
264,03C,04木,02日中,1561.99,01男,01小児,10,520,0
267,03C,01月,03夜間,281.32,01男,04中年,48,261,0
269,03C,01月,03夜間,392.08,01男,03青年,21,925,0
270,03C,06土,03夜間,539.99,01男,05壮年,63,1250,0
272,03C,04木,03夜間,624.49,01男,04中年,60,829,0
276,03C,07日,02日中,1113.61,01男,04中年,36,389,0
277,03C,01月,03夜間,1402,01男,02中高生,15,599,0
279,03C,07日,01朝,1173.08,01男,03青年,27,922,0
280,03C,04木,01朝,1361.81,01男,02中高生,17,374,0
294,03C,01月,01朝,360.13,01男,05壮年,65,560,0
297,03C,02火,03夜間,274.29,01男,04中年,41,972,0
301,03C,06土,03夜間,337.05,01男,03青年,19,525,0
305,03C,07日,03夜間,901,01男,02中高生,16,586,0
316,03C,03水,01朝,367.43,01男,02中高生,14,873,0
319,03C,05金,01朝,361.95,01男,04中年,41,404,0
320,03C,05金,02日中,898.84,01男,02中高生,18,465,0
330,03C,01月,02日中,438.1,01男,01小児,12,189,0
334,03C,04木,01朝,1122.89,01男,02中高生,17,273,0
337,03C,07日,03夜間,536,01男,02中高生,15,297,0
341,03C,06土,02日中,641.86,01男,04中年,41,324,0
357,03C,06土,02日中,720.32,01男,02中高生,17,359,0
358,03C,03水,03夜間,362.22,01男,04中年,36,386,0
361,03C,04木,02日中,909.76,01男,05壮年,86,159,0
368,03C,07日,03夜間,775,01男,01小児,11,546,0
369,03C,06土,03夜間,976,01男,02中高生,17,175,0
373,03C,03水,03夜間,507.83,01男,03青年,25,841,0
374,03C,06土,01朝,75.4,01男,05壮年,63,430,0
375,03C,02火,03夜間,358.28,01男,03青年,20,307,0
380,03C,05金,02日中,1450.17,01男,02中高生,18,653,0
381,03C,03水,03夜間,654.63,01男,05壮年,91,183,0
385,03C,05金,02日中,649.61,01男,04中年,60,192,0
386,03C,04木,02日中,776.88,01男,02中高生,15,396,0
387,03C,04木,02日中,523.87,01男,04中年,40,587,0
395,03C,06土,03夜間,554.47,01男,04中年,41,850,0
402,03C,07日,03夜間,934.61,01男,04中年,39,697,0
409,03C,06土,02日中,1163.35,01男,04中年,38,675,0
410,03C,07日,03夜間,133.3,01男,05壮年,61,152,0
415,03C,07日,01朝,612.19,01男,04中年,47,611,0
416,03C,05金,03夜間,100.3,01男,03青年,29,639,0
420,03C,01月,02日中,1134.9,01男,05壮年,94,324,0
434,03C,04木,02日中,86.74,01男,01小児,9,587,0
438,03C,05金,01朝,1130.87,01男,03青年,22,355,0
443,03C,01月,02日中,360.69,01男,02中高生,17,559,0
449,03C,06土,03夜間,368.2,01男,03青年,22,279,0
452,03C,04木,03夜間,415.7,01男,04中年,41,643,0
460,03C,04木,01朝,469.54,01男,04中年,38,502,0
467,03C,01月,03夜間,492.06,01男,04中年,49,407,0
473,03C,07日,03夜間,54.63,01男,03青年,22,632,0
475,03C,03水,03夜間,146.05,01男,04中年,47,1174,0
477,03C,05金,02日中,132.56,01男,04中年,42,533,0
490,03C,01月,02日中,411.49,01男,02中高生,13,648,0
494,03C,07日,03夜間,481,01男,02中高生,16,565,0
506,03C,04木,03夜間,574.46,01男,04中年,41,863,0
513,03C,07日,02日中,1696.17,01男,02中高生,16,412,0
515,03C,07日,02日中,605.73,01男,01小児,7,459,0
519,03C,06土,03夜間,1229,01男,01小児,11,303,0
520,03C,04木,01朝,780.83,01男,05壮年,79,576,0
525,03C,06土,03夜間,762.56,01男,04中年,44,380,0
529,03C,07日,02日中,1105.42,01男,03青年,21,528,0
535,03C,06土,03夜間,527.08,01男,04中年,42,1622,0
542,03C,04木,02日中,449.76,01男,04中年,56,282,0
544,03C,06土,03夜間,568,01男,02中高生,17,540,0
566,03C,02火,03夜間,490.03,01男,03青年,23,1770,0
568,03C,07日,03夜間,155.37,01男,05壮年,64,566,0
571,03C,01月,02日中,466.01,01男,01小児,12,178,0
572,03C,03水,01朝,595.2,01男,01小児,9,496,0
574,03C,03水,03夜間,978,01男,02中高生,16,563,0
577,03C,07日,03夜間,613,01男,02中高生,15,266,0
578,03C,01月,01朝,154.75,01男,04中年,45,315,0
588,03C,03水,02日中,1766.72,01男,05壮年,99,274,0
597,03C,02火,02日中,152.13,01男,05壮年,64,161,0
604,03C,01月,01朝,175.54,01男,03青年,22,503,0
609,03C,06土,03夜間,647,01男,02中高生,15,403,0
612,03C,03水,01朝,1318.62,01男,01小児,12,367,0
618,03C,06土,02日中,721.6,01男,01小児,10,568,0
619,03C,03水,03夜間,351,01男,02中高生,14,200,0
621,03C,02火,01朝,410.92,01男,04中年,44,761,0
625,03C,04木,03夜間,138.09,01男,03青年,21,565,0
629,03C,01月,02日中,118.01,01男,02中高生,14,267,0
638,03C,04木,03夜間,122.36,01男,04中年,46,1496,0
641,03C,04木,03夜間,749,01男,02中高生,17,671,0
646,03C,04木,01朝,485,01男,04中年,42,529,0
661,03C,01月,02日中,671.74,01男,02中高生,15,320,0
662,03C,04木,03夜間,233.47,01男,04中年,49,1041,0
666,03C,07日,02日中,401.61,01男,01小児,8,401,0
686,03C,04木,01朝,510.45,01男,03青年,25,293,0
687,03C,02火,01朝,581.26,01男,02中高生,15,240,0
690,03C,04木,03夜間,325.58,01男,03青年,22,201,0
696,03C,01月,02日中,721.32,01男,03青年,34,339,0
698,03C,06土,02日中,471.03,01男,04中年,59,143,0
702,03C,05金,03夜間,185.33,01男,05壮年,61,694,0
704,03C,02火,01朝,451.05,01男,04中年,50,489,0
710,03C,06土,03夜間,803.1,01男,05壮年,71,1741,0
718,03C,01月,03夜間,489,01男,02中高生,18,658,0
721,03C,03水,03夜間,353.3,01男,03青年,21,565,0
722,03C,05金,02日中,423.37,01男,05壮年,98,247,0
723,03C,07日,03夜間,635,01男,01小児,10,272,0
728,03C,07日,02日中,894.55,01男,05壮年,85,374,0
730,03C,05金,02日中,532.17,01男,04中年,42,452,0
776,03C,06土,01朝,368.81,01男,03青年,21,125,0
780,03C,01月,02日中,1377.66,01男,03青年,26,148,0
790,03C,06土,01朝,312.83,01男,04中年,37,386,0
801,03C,02火,02日中,678.52,01男,03青年,33,134,0
804,03C,04木,01朝,578.06,01男,04中年,40,841,0
815,03C,06土,02日中,141.18,01男,05壮年,63,729,0
832,03C,05金,01朝,595.93,01男,03青年,21,432,0
836,03C,03水,03夜間,735,01男,02中高生,16,588,0
846,03C,06土,02日中,130.28,01男,05壮年,68,547,0
848,03C,03水,02日中,1779.28,01男,01小児,11,214,0
856,03C,03水,03夜間,449,01男,02中高生,14,522,0
874,03C,07日,02日中,1622.01,01男,01小児,12,388,0
882,03C,07日,01朝,646.55,01男,01小児,5,567,0
885,03C,07日,03夜間,425.94,01男,04中年,37,1358,0
893,03C,06土,03夜間,57.61,01男,04中年,46,1023,0
896,03C,06土,01朝,850.69,01男,04中年,52,1198,0
905,03C,06土,03夜間,174.47,01男,04中年,37,1606,0
908,03C,06土,03夜間,284.68,01男,03青年,20,550,0
913,03C,05金,01朝,793.99,01男,04中年,39,601,0
916,03C,05金,03夜間,60,01男,03青年,21,399,0
919,03C,05金,03夜間,538,01男,02中高生,14,218,0
929,03C,04木,03夜間,321.39,01男,03青年,19,678,0
933,03C,01月,03夜間,86.83,01男,03青年,22,843,0
936,03C,03水,02日中,595.13,01男,01小児,12,166,0
939,03C,03水,02日中,1666.03,01男,02中高生,18,380,0
940,03C,06土,03夜間,76.87,01男,04中年,47,1430,0
943,03C,01月,03夜間,357.3,01男,03青年,21,812,0
944,03C,05金,03夜間,271.22,01男,02中高生,13,320,0
948,03C,03水,03夜間,1230,01男,02中高生,16,500,0
961,03C,01月,03夜間,179.06,01男,03青年,22,798,0
967,03C,02火,03夜間,2391,01男,02中高生,16,84,0
972,03C,04木,03夜間,567.27,01男,03青年,21,350,0
979,03C,02火,01朝,531.96,01男,05壮年,69,300,0
992,03C,03水,03夜間,353.56,01男,05壮年,79,467,0
993,03C,07日,03夜間,363.05,01男,05壮年,67,1426,0
997,03C,07日,02日中,769.38,01男,01小児,10,553,0
1000,03C,01月,03夜間,307.06,01男,03青年,22,765,0
1001,03C,03水,03夜間,304.66,01男,04中年,44,983,0
1014,03C,02火,01朝,376.12,01男,05壮年,65,226,0
1026,03C,02火,01朝,577.7,01男,03青年,26,293,0
1027,03C,01月,03夜間,2176,01男,02中高生,18,137,0
1030,03C,01月,03夜間,199,01男,02中高生,13,322,0
1037,03C,01月,03夜間,1266,01男,01小児,12,284,0
1046,03C,03水,02日中,570.81,01男,01小児,8,314,0
1048,03C,02火,03夜間,129.64,01男,03青年,20,575,0
1049,03C,03水,02日中,578.8,01男,03青年,32,420,0
1057,03C,01月,03夜間,379,01男,02中高生,17,660,0
1064,03C,01月,03夜間,1157,01男,01小児,10,295,0
1074,03C,01月,02日中,1136.35,01男,05壮年,73,238,0
1087,03C,02火,01朝,440.74,01男,04中年,48,746,0
1091,03C,04木,02日中,429.75,01男,05壮年,75,104,0
1093,03C,04木,02日中,118.73,01男,03青年,20,360,0
1096,03C,01月,03夜間,169.97,01男,03青年,20,494,0
1101,03C,02火,02日中,816.13,01男,03青年,19,736,0
1103,03C,02火,03夜間,399.88,01男,04中年,50,1352,0
1105,03C,06土,01朝,692.48,01男,03青年,20,503,0
1114,03C,02火,03夜間,899.86,01男,03青年,27,674,0
1116,03C,03水,03夜間,921.9,01男,05壮年,62,615,0
1117,03C,06土,02日中,290.47,01男,04中年,41,496,0
1119,03C,05金,03夜間,99.88,01男,03青年,19,467,0
1132,03C,06土,02日中,405.63,01男,04中年,51,346,0
1162,03C,03水,03夜間,335.45,01男,03青年,29,1908,0
1164,03C,07日,03夜間,243.22,01男,02中高生,14,352,0
1167,03C,01月,02日中,913.57,01男,02中高生,15,169,0
1173,03C,01月,03夜間,2126,01男,02中高生,17,198,0
1175,03C,01月,01朝,431.02,01男,03青年,20,505,0
1192,03C,06土,03夜間,101.78,01男,03青年,21,521,0
1207,03C,01月,02日中,1258.14,01男,02中高生,17,342,0
1210,03C,03水,03夜間,330.92,01男,03青年,20,424,0
1211,03C,05金,03夜間,1492,01男,01小児,10,145,0
1213,03C,05金,02日中,1681.92,01男,01小児,10,259,0
1215,03C,01月,03夜間,926.41,01男,04中年,52,1419,0
1216,03C,06土,02日中,1099.17,01男,04中年,45,772,0
1217,03C,01月,03夜間,448,01男,02中高生,18,557,0
1218,03C,07日,03夜間,372,01男,02中高生,18,213,0
1224,03C,07日,02日中,1088.28,01男,05壮年,88,158,0
1231,03C,07日,03夜間,958.47,01男,04中年,56,1273,0
1236,03C,02火,03夜間,412.54,01男,05壮年,65,1385,0
1237,03C,07日,03夜間,91.88,01男,03青年,22,838,0
1243,03C,03水,03夜間,483.2,01男,04中年,42,1122,0
1251,03C,04木,01朝,418.01,01男,04中年,49,475,0
1255,03C,02火,02日中,1059.76,01男,04中年,53,361,0
1256,03C,04木,02日中,546.51,01男,04中年,54,227,0
1260,03C,07日,03夜間,80.47,01男,03青年,20,470,0
1269,03C,05金,03夜間,611,01男,02中高生,18,434,0
1276,03C,01月,02日中,496.85,01男,02中高生,13,111,0
1280,03C,05金,03夜間,189.89,01男,04中年,49,906,0
1294,03C,06土,03夜間,2148,01男,02中高生,16,282,0
1296,03C,01月,03夜間,294.76,01男,04中年,36,701,0
1301,03C,06土,01朝,1150.4,01男,05壮年,65,188,0
1302,03C,01月,01朝,119.96,01男,03青年,28,275,0
1304,03C,07日,03夜間,172.75,01男,03青年,31,528,0
1306,03C,06土,03夜間,1116.64,01男,04中年,56,492,0
1311,03C,05金,03夜間,968.14,01男,04中年,48,664,0
1323,03C,02火,03夜間,675.33,01男,05壮年,79,836,0
1326,03C,01月,02日中,551.36,01男,04中年,52,204,0
1327,03C,04木,03夜間,310.75,01男,03青年,22,468,0
1331,03C,06土,03夜間,398.4,01男,03青年,20,415,0
1336,03C,01月,03夜間,1107.52,01男,03青年,23,88,0
1337,03C,02火,03夜間,1005.34,01男,04中年,42,53,0
1338,03C,07日,01朝,491.06,01男,03青年,21,310,0
1339,03C,04木,03夜間,491.18,01男,03青年,19,796,0
1349,03C,03水,01朝,669.12,01男,02中高生,17,413,0
1354,03C,07日,03夜間,494.96,01男,03青年,35,1235,0
1361,03C,06土,01朝,907.45,01男,02中高生,18,510,0
1363,03C,02火,02日中,984.08,01男,01小児,11,168,0
1366,03C,02火,02日中,645.32,01男,01小児,6,579,0
1374,03C,06土,01朝,525.52,01男,05壮年,62,549,0
1378,03C,05金,02日中,585.31,01男,02中高生,13,175,0
1395,03C,05金,01朝,504.37,01男,03青年,26,531,0
1398,03C,06土,01朝,203.55,01男,03青年,21,156,0
1412,03C,05金,03夜間,281.05,01男,03青年,21,422,0
1414,03C,04木,03夜間,613.1,01男,05壮年,69,715,0
1426,03C,05金,03夜間,139.05,01男,05壮年,63,929,0
1428,03C,02火,03夜間,885.54,01男,04中年,50,619,0
1431,03C,05金,02日中,481.01,01男,03青年,26,356,0
1434,03C,04木,03夜間,421.9,01男,04中年,38,1412,0
1435,03C,04木,03夜間,173.9,01男,04中年,37,270,0
1445,03C,07日,03夜間,75.26,01男,03青年,19,546,0
1448,03C,04木,03夜間,348.67,01男,04中年,40,873,0
1457,03C,06土,03夜間,592.72,01男,04中年,36,773,0
1467,03C,01月,02日中,1099.22,01男,01小児,11,134,0
1468,03C,04木,01朝,181.71,01男,03青年,22,124,0
1469,03C,01月,02日中,1542.46,01男,01小児,12,613,0
1474,03C,03水,03夜間,650.78,01男,04中年,53,1215,0
1480,03C,07日,02日中,764.26,01男,05壮年,74,269,0
1485,03C,01月,02日中,384.62,01男,02中高生,14,256,0
1488,03C,06土,03夜間,447.74,01男,05壮年,65,712,0
1489,03C,02火,03夜間,83.56,01男,03青年,20,823,0
1494,03C,07日,01朝,423.71,01男,03青年,33,792,0
1495,03C,05金,03夜間,619.72,01男,04中年,45,1244,0
1497,03C,02火,03夜間,44.3,01男,03青年,20,304,0
1509,03C,05金,02日中,803.51,01男,01小児,9,459,0
1511,03C,01月,02日中,949.64,01男,02中高生,17,468,0
1517,03C,06土,03夜間,568,01男,01小児,12,1196,0
1519,03C,04木,01朝,51.74,01男,03青年,19,260,0
1522,03C,01月,03夜間,1070.18,01男,04中年,56,2301,0
1523,03C,06土,03夜間,229.74,01男,03青年,30,625,0
1524,03C,07日,03夜間,1718,01男,02中高生,14,961,0
1530,03C,05金,02日中,477.77,01男,02中高生,18,244,0
1532,03C,05金,03夜間,1866,01男,02中高生,16,270,0
1533,03C,06土,02日中,398.2,01男,01小児,5,325,0
1538,03C,07日,03夜間,459.7,01男,03青年,33,404,0
1547,03C,03水,03夜間,380.28,01男,05壮年,66,413,0
1548,03C,07日,01朝,588.67,01男,01小児,10,50,0
1551,03C,03水,01朝,553.4,01男,02中高生,14,387,0
1554,03C,07日,01朝,597.84,01男,01小児,7,315,0
1562,03C,03水,03夜間,1836,01男,02中高生,17,152,0
1568,03C,04木,03夜間,407.97,01男,03青年,22,597,0
1579,03C,04木,03夜間,615.26,01男,05壮年,63,149,0
1595,03C,03水,03夜間,2043,01男,02中高生,16,145,0
